STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722780,23183, 20150329,   80.6,24,   24.0,24, 1013.5,24,  975.2,24,  10.0,24,   5.3,24,   8.0, 999.9,   97.0 ,  64.0 , 0.00G,999.9, 000000,
722780,23183, 20150330,   82.7,24,   24.6,24, 1012.6,24,  974.5,24,  10.0,24,   4.6,24,   8.0, 999.9,   97.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150331,   81.8,24,   32.1,24, 1010.8,24,  972.8,24,  10.0,24,   4.2,24,  11.1,  18.1,   96.1 ,  68.0 , 0.00G,999.9, 000000,
722780,23183, 20150401,   81.8,24,   37.4,24, 1008.2,24,  970.4,24,  10.0,24,   7.8,24,  11.1,  22.0,   95.0 ,  66.9 , 0.00G,999.9, 010000,
722780,23183, 20150402,   76.7,24,   27.0,24, 1008.6,24,  970.5,24,  10.0,24,   7.2,24,  14.0,  19.0,   91.0 ,  64.0 , 0.00G,999.9, 000000,
722780,23183, 20150403,   74.4,24,   17.1,24, 1013.2,24,  974.8,24,  10.0,24,   6.5,24,  14.0,  15.9,   87.1 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150404,   75.0,24,   19.9,24, 1012.0,24,  973.5,24,  10.0,24,   3.4,24,   8.9,  15.0,   89.1 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150405,   77.8,24,   21.0,24, 1007.5,24,  969.3,24,  10.0,24,   6.6,24,   9.9,  18.1,   89.1 ,  61.0 , 0.00G,999.9, 000000,
722780,23183, 20150406,   75.0,24,   17.4,24, 1007.4,24,  969.2,24,  10.0,24,   5.9,24,  15.0,  18.1,   89.1 ,  61.0 , 0.00G,999.9, 000000,
722780,23183, 20150407,   72.5,24,   16.1,24, 1009.9,24,  971.5,24,  10.0,24,   7.7,24,  15.0,  18.1,   86.0 ,  57.9 , 0.00G,999.9, 000000,
722780,23183, 20150408,   71.3,24,   24.4,24, 1010.2,24,  971.8,24,  10.0,24,   9.0,24,  14.0,  20.0,   84.0 ,  57.9 , 0.00G,999.9, 000000,
722780,23183, 20150409,   68.3,24,   16.5,24, 1011.3,24,  972.7,24,  10.0,24,   5.5,24,  13.0,  14.0,   82.9 ,  54.0 , 0.00G,999.9, 000000,
